"Taxon","Database","Reference","Country","Population","Scarification","Stratification","GA3","Tmean","Alternating","Light","Germinated","Germinable"
"Lotus corniculatus","SylvanSeeds","Nikolic, R., et al. (2007). ""Cytokinins and urea derivatives stimulate seed germination in Lotus corniculatus L."" Archives of Biological Sciences 59(2): 125-128.","Serbia","Zaje?ar, Serbia",0,0,0,25,0,0,27,90
"Lotus corniculatus","SylvanSeeds","Oliveira, G., et al. (2012). ""Testing Germination of Species for Hydroseeding Degraded Mediterranean Areas."" Restoration Ecology 20(5): 623-630.","Portugal","Non-local suppliers, Outao, Serra da Arrabida, Portugal",0,0,0,22.6666666666667,1,1,82,100
"Lotus corniculatus","SylvanSeeds","Silvertown, J. (1980). ""Leaf-Canopy-Induced Seed Dormancy in a Grassland Flora."" New Phytologist 85(1): 109-118.","UK","Castle Hill National Nature Reserve, Sussex, UK",0,0,0,20,0,0,72,200
"Lotus corniculatus","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,5,0,1,18,300
"Lotus corniculatus","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,10,0,1,28,300
"Lotus corniculatus","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,15,1,1,32,300
"Lotus corniculatus","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,23,0,1,29,300
"Lotus corniculatus","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,30,0,1,27,300
"Lotus pedunculatus","Enscobase","RBGK","Denmark","K_37138",1,0,0,15,0,1,20,20
"Lotus pedunculatus","Enscobase","RBGK","Denmark","K_37138",1,0,0,16,0,1,150,150
"Lotus pedunculatus","Enscobase","RBGK","Denmark","K_9069",1,0,0,16,1,1,28,30
"Lotus pedunculatus","Enscobase","RBGK","Denmark","K_9069",1,0,0,26,0,1,100,100
"Lotus pedunculatus","Enscobase","RBGK","UK","K_10768",1,0,0,20,0,1,50,50
"Lotus pedunculatus","Enscobase","RBGK","UK","K_10768",1,0,0,21,0,1,149,149
"Lotus pedunculatus","Enscobase","RBGK","UK","K_22741",1,0,0,21,0,1,196,200
"Lotus pedunculatus","Enscobase","RBGK","UK","K_404815",1,0,0,15,0,1,19,20
"Lotus pedunculatus","Enscobase","RBGK","UK","K_404815",1,0,0,20,0,1,20,20
"Lotus tenuis","Enscobase","RBGK","UK","K_59008",1,0,0,15,0,1,20,20
"Lotus tenuis","Enscobase","RBGK","UK","K_59008",1,0,0,16,0,1,100,100
"Malva moschata","Enscobase","BGBM","Germany","B_DE-1953506",0,0,0,22,0,1,0,20
"Malva moschata","Enscobase","RBGK","UK","K_32845",0,0,0,16,1,1,95,100
"Malva moschata","Enscobase","RBGK","UK","K_32845",1,0,0,16,1,1,135,150
"Malva moschata","Enscobase","RBGK","UK","K_477835",1,0,0,15,1,1,20,20
"Malva moschata","Enscobase","RBGK","UK","K_477835",1,0,0,20,0,1,19,20
"Malva sylvestris","Enscobase","BGBM","Germany","B_DE-2470499",0,0,0,22,0,1,6,20
"Malva sylvestris","Enscobase","BGBM","Italy","B_IT-3015099",0,0,0,22,0,1,12,20
"Malva sylvestris","Enscobase","RBGK","UK","K_411354",1,0,0,15,0,1,15,20
"Malva sylvestris","Enscobase","RBGK","UK","K_411354",1,0,0,20,0,1,13,20
"Malva sylvestris","Enscobase","RBGK","UK","K_65229",1,0,0,31,0,1,36,40
"Medicago lupulina","Enscobase","PAVIA","Italy","PAV_112PV",0,0,0,20,0,1,3,50
"Medicago lupulina","Enscobase","PAVIA","Italy","PAV_112PV",1,0,0,20,0,1,26,26
"Medicago lupulina","Enscobase","RBGK","Bosnia-Herzegovina","K_30025",1,0,0,20,0,1,50,50
"Medicago lupulina","Enscobase","RBGK","Bosnia-Herzegovina","K_30025",1,0,0,21,0,1,150,150
"Medicago lupulina","Enscobase","RBGK","Denmark","K_13998",1,0,0,20,0,1,49,50
"Medicago lupulina","Enscobase","RBGK","Denmark","K_13998",1,0,0,21,0,1,150,150
"Medicago lupulina","Enscobase","RBGK","Denmark","K_55446",1,0,0,10,0,1,19,20
"Medicago lupulina","Enscobase","RBGK","Denmark","K_55446",1,0,0,11,0,1,40,40
"Medicago lupulina","Enscobase","RBGK","France","K_20116",1,0,0,20,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","France","K_20116",1,0,0,21,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","France","K_55435",1,0,0,10,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","France","K_55435",1,0,0,11,0,1,70,70
"Medicago lupulina","Enscobase","RBGK","France","K_55745",1,0,0,21,0,1,136,140
"Medicago lupulina","Enscobase","RBGK","France","K_5773",1,0,0,20,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","France","K_5773",1,0,0,21,0,1,120,120
"Medicago lupulina","Enscobase","RBGK","Germany","K_11891",1,0,0,20,0,1,50,50
"Medicago lupulina","Enscobase","RBGK","Germany","K_11891",1,0,0,21,0,1,141,150
"Medicago lupulina","Enscobase","RBGK","Germany","K_56177",1,0,0,21,0,1,117,120
"Medicago lupulina","Enscobase","RBGK","Germany","K_5762",1,0,0,20,0,1,50,50
"Medicago lupulina","Enscobase","RBGK","Germany","K_5762",1,0,0,21,0,1,145,150
"Medicago lupulina","Enscobase","RBGK","Greece","K_13932",1,0,0,20,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","Greece","K_13932",1,0,0,21,0,1,112,120
"Medicago lupulina","Enscobase","RBGK","Greece","K_31077",0,0,0,21,0,1,97,100
"Medicago lupulina","Enscobase","RBGK","Greece","K_31077",1,0,0,20,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","Greece","K_31077",1,0,0,21,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","Greece","K_31723",1,0,0,20,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","Greece","K_31723",1,0,0,21,0,1,140,140
"Medicago lupulina","Enscobase","RBGK","Greece","K_32694",1,0,0,20,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","Greece","K_32694",1,0,0,21,0,1,139,140
"Medicago lupulina","Enscobase","RBGK","Italy","K_35880",1,0,0,20,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","Italy","K_35880",1,0,0,21,0,1,145,150
"Medicago lupulina","Enscobase","RBGK","Italy","K_5810",1,0,0,20,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","Italy","K_5810",1,0,0,21,0,1,120,120
"Medicago lupulina","Enscobase","RBGK","Norway","K_11813",1,0,0,20,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","Norway","K_11813",1,0,0,21,0,1,120,120
"Medicago lupulina","Enscobase","RBGK","Switzerland","K_5809",1,0,0,20,0,1,50,50
"Medicago lupulina","Enscobase","RBGK","Switzerland","K_5809",1,0,0,21,0,1,149,150
"Medicago lupulina","Enscobase","RBGK","UK","K_11765",1,0,0,20,0,1,50,50
"Medicago lupulina","Enscobase","RBGK","UK","K_11765",1,0,0,21,0,1,143,150
"Medicago lupulina","Enscobase","RBGK","UK","K_402615",1,0,0,15,0,1,18,18
"Medicago lupulina","Enscobase","RBGK","UK","K_402615",1,0,0,20,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","UK","K_58506",1,0,0,10,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","UK","K_58506",1,0,0,11,0,1,40,40
"Medicago lupulina","Enscobase","RBGK","UK","K_59444",1,0,0,10,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","UK","K_59444",1,0,0,11,0,1,100,100
"Medicago lupulina","Enscobase","RBGK","UK","K_59547",1,0,0,10,0,1,20,20
"Medicago lupulina","Enscobase","RBGK","UK","K_59547",1,0,0,11,0,1,100,100
"Medicago lupulina","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",0,0,0,5,0,0,0,200
"Medicago lupulina","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",0,0,0,10,0,0,0,200
"Medicago lupulina","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",0,0,0,15,0,0,0,200
"Medicago lupulina","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",0,0,0,20,0,0,0,200
"Medicago lupulina","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",0,0,0,25,0,0,0,200
"Medicago lupulina","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",1,0,0,5,0,0,200,200
"Medicago lupulina","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",1,0,0,10,0,0,200,200
"Medicago lupulina","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",1,0,0,15,0,0,200,200
"Medicago lupulina","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",1,0,0,20,0,0,200,200
"Medicago lupulina","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",1,0,0,25,0,0,200,200
"Medicago lupulina","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,5,0,1,11,300
"Medicago lupulina","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,10,0,1,7,300
"Medicago lupulina","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,15,1,1,13,300
"Medicago lupulina","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,23,0,1,13,300
"Medicago lupulina","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,30,0,1,2,300
"Medicago sativa","Enscobase","BGBM","Germany","B_DE-2200101",0,0,0,22,0,1,15,20
"Medicago sativa","Enscobase","RBGK","Austria","K_38744",1,0,0,21,0,1,64,70
"Medicago sativa","Enscobase","RBGK","Germany","K_22752",1,0,0,21,0,1,138,140
"Medicago sativa","Enscobase","RBGK","Germany","K_27595",1,0,0,15,0,1,47,50
"Medicago sativa","Enscobase","RBGK","Germany","K_27595",1,0,0,16,0,1,100,100
"Medicago sativa","Enscobase","RBGK","Greece","K_20574",1,0,0,20,0,1,20,20
"Medicago sativa","Enscobase","RBGK","Greece","K_20574",1,0,0,21,0,1,118,120
"Mentha suaveolens","Enscobase","RBGK","France","K_69652",0,0,0,26,0,1,97,100
"Mentha suaveolens","Enscobase","RBGK","UK","K_477721",0,0,0,25,1,1,17,21
"Mentha suaveolens","Enscobase","RBGK","UK","K_477721",0,0,1,20,0,1,15,19
"Onobrychis viciifolia","Enscobase","BGBM","France","B_FR-2575402",0,0,0,22,0,1,20,20
"Onobrychis viciifolia","Enscobase","BGBM","Germany","B_DE-1330497",0,0,0,22,0,1,0,20
"Onobrychis viciifolia","Enscobase","RBGK","Greece","K_20596",1,0,0,20,0,1,17,20
"Onobrychis viciifolia","Enscobase","RBGK","Greece","K_20596",1,0,0,21,0,1,117,120
"Onobrychis viciifolia","Enscobase","RBGK","UK","K_99910",1,0,0,20,0,1,19,20
"Onobrychis viciifolia","Enscobase","RBGK","UK","K_99910",1,0,0,21,0,1,20,20
"Onobrychis viciifolia","SOSPRADERAS","SOSPRADERAS","Spain","SOS193",0,0,0,9,1,1,39,59
"Onobrychis viciifolia","SOSPRADERAS","SOSPRADERAS","Spain","SOS193",0,0,0,17,1,1,37,100
"Onobrychis viciifolia","SOSPRADERAS","SOSPRADERAS","Spain","SOS193",0,0,0,25,1,1,38,92
"Onobrychis viciifolia","SOSPRADERAS","SOSPRADERAS","Spain","SOS193",1,0,0,9,1,1,51,69
"Onobrychis viciifolia","SOSPRADERAS","SOSPRADERAS","Spain","SOS193",1,0,0,17,1,1,98,98
"Onobrychis viciifolia","SOSPRADERAS","SOSPRADERAS","Spain","SOS193",1,0,0,25,1,1,49,79
"Ononis spinosa","Enscobase","RBGK","UK","K_100450",1,0,0,20,0,1,17,20
"Ononis spinosa","Enscobase","RBGK","UK","K_100450",1,0,0,21,0,1,19,20
"Ononis spinosa","Enscobase","RBGK","UK","K_129570",1,0,0,11,0,1,20,20
"Ononis spinosa","Enscobase","RBGK","UK","K_97086",1,0,0,15,0,1,29,40
"Ononis spinosa","Enscobase","RBGK","UK","K_97086",1,0,0,16,0,1,16,20
"Ornithopus perpusillus","Enscobase","RBGK","UK","K_9346",1,0,0,10,0,1,20,20
"Ornithopus perpusillus","Enscobase","RBGK","UK","K_9346",1,0,0,11,0,1,40,40
"Ornithopus perpusillus","SOSPRADERAS","SOSPRADERAS","Portugal","SOS173",0,0,0,9,1,1,5,99
"Ornithopus perpusillus","SOSPRADERAS","SOSPRADERAS","Portugal","SOS173",0,0,0,17,1,1,8,100
"Ornithopus perpusillus","SOSPRADERAS","SOSPRADERAS","Portugal","SOS173",0,0,0,25,1,1,2,100
"Ornithopus perpusillus","SOSPRADERAS","SOSPRADERAS","Portugal","SOS173",1,0,0,9,1,1,50,99
"Ornithopus perpusillus","SOSPRADERAS","SOSPRADERAS","Portugal","SOS173",1,0,0,17,1,1,84,97
"Ornithopus perpusillus","SOSPRADERAS","SOSPRADERAS","Portugal","SOS173",1,0,0,25,1,1,16,99
"Phleum pratense","Enscobase","RBGK","Denmark","K_43957",0,0,0,15,0,1,47,50
"Phleum pratense","Enscobase","RBGK","Denmark","K_43957",0,0,0,16,0,1,98,100
"Phleum pratense","Enscobase","RBGK","Denmark","K_43991",0,0,0,15,1,1,49,50
"Phleum pratense","Enscobase","RBGK","Denmark","K_43991",0,0,0,16,1,1,99,100
"Phleum pratense","Enscobase","RBGK","France","K_44116",0,0,0,20,0,1,155,199
"Phleum pratense","Enscobase","RBGK","France","K_44116",0,0,0,21,0,1,50,50
"Phleum pratense","Enscobase","RBGK","France","K_58702",0,0,0,15,0,1,19,20
"Phleum pratense","Enscobase","RBGK","France","K_58702",0,0,0,16,0,1,88,100
"Phleum pratense","Enscobase","RBGK","Germany","K_44150",0,0,0,15,0,1,49,50
"Phleum pratense","Enscobase","RBGK","Germany","K_44150",0,0,0,16,0,1,189,200
"Phleum pratense","Enscobase","RBGK","Germany","K_44172",0,0,0,20,0,1,183,200
"Phleum pratense","Enscobase","RBGK","Germany","K_44172",0,0,0,21,0,1,45,47
"Phleum pratense","Enscobase","RBGK","Italy","K_31295",0,0,0,13.33333333,1,1,49,49
"Phleum pratense","Enscobase","RBGK","Italy","K_31295",0,0,0,16,1,1,142,150
"Phleum pratense","Enscobase","RBGK","Italy","K_6091",0,0,0,20,0,1,50,50
"Phleum pratense","Enscobase","RBGK","Italy","K_6091",0,0,0,21,0,1,137,148
"Phleum pratense","Enscobase","RBGK","Italy","K_6116",0,0,0,20,0,1,50,50
"Phleum pratense","Enscobase","RBGK","Italy","K_6116",0,0,0,21,0,1,133,150
"Phleum pratense","Enscobase","RBGK","Italy","K_6231",0,0,0,20,0,1,20,20
"Phleum pratense","Enscobase","RBGK","Italy","K_6231",0,0,0,21,0,1,119,120
"Phleum pratense","Enscobase","RBGK","Italy","K_6264",0,0,0,20,0,1,20,20
"Phleum pratense","Enscobase","RBGK","Italy","K_6264",0,0,0,21,0,1,115,120
"Phleum pratense","Enscobase","RBGK","Poland","K_28190",0,0,0,21,0,1,231,250
"Phleum pratense","Enscobase","RBGK","Poland","K_37688",0,0,0,20,0,1,96,100
"Phleum pratense","Enscobase","RBGK","Poland","K_37688",0,0,0,21,0,1,48,50
"Phleum pratense","Enscobase","RBGK","UK","K_39903",0,0,0,15,1,1,46,48
"Phleum pratense","Enscobase","RBGK","UK","K_39903",0,0,0,16,1,1,99,100
"Phleum pratense","Enscobase","RBGK","UK","K_51998",0,0,0,20,0,1,50,50
"Phleum pratense","Enscobase","RBGK","UK","K_51998",0,0,0,21,0,1,98,99
"Picris hieracioides","Enscobase","BGBM","Germany","B_DE-2476099",0,0,0,22,0,1,0,20
"Picris hieracioides","Enscobase","RBGK","Belgium","K_175658",0,0,0,10,0,1,20,20
"Picris hieracioides","Enscobase","RBGK","Belgium","K_175658",0,0,0,15,0,1,19,19
"Picris hieracioides","Enscobase","RBGK","Belgium","K_175658",0,0,0,25,0,1,18,19
"Picris hieracioides","Enscobase","RBGK","France","K_37208",0,0,0,20,0,1,19,20
"Picris hieracioides","Enscobase","RBGK","France","K_37208",0,0,0,21,0,1,140,140
"Picris hieracioides","Enscobase","RBGK","France","K_8903",0,0,0,20,0,1,20,20
"Picris hieracioides","Enscobase","RBGK","France","K_8903",0,0,0,21,0,1,137,139
"Picris hieracioides","Enscobase","RBGK","UK","K_60132",0,0,0,15,0,1,19,20
"Picris hieracioides","Enscobase","RBGK","UK","K_60132",0,0,0,16,0,1,97,100
"Pilosella officinarum","Enscobase","BGBM","Germany","B_DE-1710699",0,0,0,22,0,1,1,20
"Pilosella officinarum","Enscobase","RBGK","UK","K_65171",0,0,0,11,0,1,40,40
"Pimpinella major","Enscobase","RBGK","UK","K_76032",0,0,0,11,0,1,0,10
"Pimpinella major","Enscobase","RBGK","UK","K_76032",0,0,0,16,0,1,4,10
"Pimpinella major","Enscobase","RBGK","UK","K_76032",0,0,0,16,1,1,22,29
"Pimpinella major","Enscobase","RBGK","UK","K_76032",0,0,0,21,0,1,7,10
"Pimpinella major","Enscobase","RBGK","UK","K_76032",0,0,1,15,1,1,15,17
"Pimpinella major","Enscobase","RBGK","UK","K_80857",0,1,0,15,0,1,9,10
"Pimpinella major","Enscobase","RBGK","UK","K_80857",0,1,0,16,0,1,17,20
"Plantago lanceolata","Enscobase","BGBM","Germany","B_DE-1993903",0,0,0,22,0,1,9,20
"Plantago lanceolata","Enscobase","PAVIA","Italy","PAV_120PV",0,0,0,20,0,1,50,50
"Plantago lanceolata","Enscobase","PAVIA","Italy","PAV_133PV",0,0,1,20,1,1,30,30
"Plantago lanceolata","Enscobase","PAVIA","Italy","PAV_35PV",0,0,0,20,0,1,50,50
"Plantago lanceolata","Enscobase","RBGK","UK","K_401249",0,0,0,15,0,1,13,19
"Plantago lanceolata","Enscobase","RBGK","UK","K_401249",0,0,0,20,0,1,9,19
"Plantago lanceolata","Enscobase","RBGK","UK","K_401249",0,0,1,15,0,1,19,20
"Plantago lanceolata","Enscobase","RBGK","UK","K_401249",0,0,1,20,0,1,17,20
"Plantago lanceolata","Enscobase","RBGK","UK","K_49731",0,0,0,20,0,1,50,50
"Plantago lanceolata","Enscobase","RBGK","UK","K_49731",0,0,0,21,0,1,100,100
"Plantago lanceolata","SOSPRADERAS","SOSPRADERAS","France","SOS212",0,0,0,17,1,1,92,97
"Plantago lanceolata","SOSPRADERAS","SOSPRADERAS","France","SOS212",0,0,1,17,1,1,95,96
"Plantago lanceolata","SOSPRADERAS","SOSPRADERAS","Portugal","SOS180",0,0,0,17,1,1,92,99
"Plantago lanceolata","SOSPRADERAS","SOSPRADERAS","Portugal","SOS180",0,0,1,17,1,1,98,99
"Plantago lanceolata","SOSPRADERAS","SOSPRADERAS","Spain","SOS194",0,0,0,9,1,1,0,99
"Plantago lanceolata","SOSPRADERAS","SOSPRADERAS","Spain","SOS194",0,0,0,17,1,1,71,99
"Plantago lanceolata","SOSPRADERAS","SOSPRADERAS","Spain","SOS194",0,0,0,25,1,1,84,98
"Plantago lanceolata","SOSPRADERAS","SOSPRADERAS","Spain","SOS194",0,0,1,9,1,1,8,99
"Plantago lanceolata","SOSPRADERAS","SOSPRADERAS","Spain","SOS194",0,0,1,17,1,1,99,99
"Plantago lanceolata","SOSPRADERAS","SOSPRADERAS","Spain","SOS194",0,0,1,25,1,1,92,99
"Plantago lanceolata","SOSPRADERAS","SOSPRADERAS","Spain","SOS226",0,0,0,17,1,1,60,77
"Plantago lanceolata","SOSPRADERAS","SOSPRADERAS","Spain","SOS226",0,0,1,17,1,1,55,62
"Plantago media","Enscobase","BGBM","Germany","B_DE-1962700",0,0,0,22,0,1,0,20
"Plantago media","Enscobase","RBGK","UK","K_58274",0,0,0,20,0,1,40,50
"Plantago media","Enscobase","RBGK","UK","K_58274",0,0,0,21,0,1,47,48
"Plantago media","Enscobase","RBGK","UK","K_58274",0,0,1,20,0,1,19,19
"Poa pratensis","Enscobase","PAVIA","Italy","PAV_1PV",0,0,0,20,0,1,5,50
"Poa pratensis","Enscobase","PAVIA","Italy","PAV_49PV",0,0,0,20,0,1,4,29
"Poa pratensis","Enscobase","RBGK","Greece","K_5407",0,0,0,15,1,1,10,10
"Poa pratensis","Enscobase","RBGK","Greece","K_5407",0,0,0,16,1,1,56,60
"Poa pratensis","Enscobase","RBGK","Italy","K_12430",0,0,0,15,1,1,19,20
"Poa pratensis","Enscobase","RBGK","Italy","K_12430",0,0,0,16,1,1,106,119
"Poa pratensis","Enscobase","RBGK","Italy","K_12566",0,0,0,16,1,1,94,100
"Poa pratensis","Enscobase","RBGK","UK","K_12555",0,0,0,13.33333333,1,1,18,20
"Poa pratensis","Enscobase","RBGK","UK","K_12555",0,0,0,16,1,1,108,120
"Poa pratensis","Enscobase","RBGK","UK","K_9553",0,0,0,13.33333333,1,1,17,20
"Poa pratensis","Enscobase","RBGK","UK","K_9553",0,0,0,16,1,1,106,120
"Poa pratensis","SOSPRADERAS","SOSPRADERAS","Spain","SOS158",0,0,0,9,1,1,36,82
"Poa pratensis","SOSPRADERAS","SOSPRADERAS","Spain","SOS158",0,0,0,17,1,1,75,93
"Poa pratensis","SOSPRADERAS","SOSPRADERAS","Spain","SOS158",0,0,0,25,1,1,76,97
"Poa pratensis","SOSPRADERAS","SOSPRADERAS","Spain","SOS158",0,0,1,9,1,1,43,92
"Poa pratensis","SOSPRADERAS","SOSPRADERAS","Spain","SOS158",0,0,1,17,1,1,66,73
"Poa pratensis","SOSPRADERAS","SOSPRADERAS","Spain","SOS158",0,0,1,25,1,1,67,97
"Poa trivialis","Enscobase","RBGK","Greece","K_25373",0,0,0,20,0,1,18,19
"Poa trivialis","Enscobase","RBGK","Greece","K_25373",0,0,0,21,0,1,184,198
"Poa trivialis","Enscobase","RBGK","UK","K_23003",0,0,0,20,0,1,20,20
"Poa trivialis","Enscobase","RBGK","UK","K_23003",0,0,0,21,0,1,58,60
"Poa trivialis","SOSPRADERAS","SOSPRADERAS","France","SOS206",0,0,0,17,1,1,43,67
"Poa trivialis","SOSPRADERAS","SOSPRADERAS","France","SOS206",0,0,1,17,1,1,45,68
"Poa trivialis","SOSPRADERAS","SOSPRADERAS","Spain","SOS235",0,0,0,9,1,1,31,77
"Poa trivialis","SOSPRADERAS","SOSPRADERAS","Spain","SOS235",0,0,0,17,1,1,52,62
"Poa trivialis","SOSPRADERAS","SOSPRADERAS","Spain","SOS235",0,0,0,25,1,1,54,91
"Poa trivialis","SOSPRADERAS","SOSPRADERAS","Spain","SOS235",0,0,1,9,1,1,39,90
"Poa trivialis","SOSPRADERAS","SOSPRADERAS","Spain","SOS235",0,0,1,17,1,1,52,60
"Poa trivialis","SOSPRADERAS","SOSPRADERAS","Spain","SOS235",0,0,1,25,1,1,45,94
"Poa trivialis","SylvanSeeds","Froud-Williams, R. J. F., R. (1987). ""Germination of proximal and distal seeds of Poa trivialis L. from contrasting habitats."" Weed Research 27(4): 245-250.","UK","Weed Research Organization, Oxford, UK",0,0,0,13.3333333333333,1,1,141,150
"Poa trivialis","SylvanSeeds","Froud-Williams, R. J. F., R. (1987). ""Germination of proximal and distal seeds of Poa trivialis L. from contrasting habitats."" Weed Research 27(4): 245-250.","UK","Weed Research Organization, Oxford, UK",0,0,0,15,0,0,28,150
"Poa trivialis","SylvanSeeds","Froud-Williams, R. J. F., R. (1987). ""Germination of proximal and distal seeds of Poa trivialis L. from contrasting habitats."" Weed Research 27(4): 245-250.","UK","Weed Research Organization, Oxford, UK",0,0,0,15,0,1,136,150
"Poa trivialis","SylvanSeeds","Froud-Williams, R. J. F., R. (1987). ""Germination of proximal and distal seeds of Poa trivialis L. from contrasting habitats."" Weed Research 27(4): 245-250.","UK","Weed Research Organization, Oxford, UK",0,0,0,15,1,0,101,150
"Poa trivialis","SylvanSeeds","Froud-Williams, R. J., et al. (1984). ""The Influence of Burial and Dry-Storage Upon Cyclic Changes in Dormancy, Germination and Response to Light in Seeds of Various Arable Weeds."" New Phytologist 96(3): 473-481.","UK","Harwell, UK",0,0,0,15,1,1,294,300
"Poa trivialis","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,5,0,1,0,50
"Poa trivialis","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,6.8,0,1,18,50
"Poa trivialis","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,8.6,0,1,28,50
"Poa trivialis","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,10.4,0,1,35,50
