"Taxon","Database","Reference","Country","Population","Scarification","Stratification","GA3","Tmean","Alternating","Light","Germinated","Germinable"
"Centaurea scabiosa","Enscobase","RBGK","UK","K_87432",0,0,0,25,0,1,8,17
"Centaurea scabiosa","Enscobase","RBGK","UK","K_87432",0,0,0,26,0,1,17,20
"Centaurea scabiosa","SOSPRADERAS","SOSPRADERAS","Spain","SOS187",0,0,0,9,1,1,9,56
"Centaurea scabiosa","SOSPRADERAS","SOSPRADERAS","Spain","SOS187",0,0,0,17,1,1,19,45
"Centaurea scabiosa","SOSPRADERAS","SOSPRADERAS","Spain","SOS187",0,0,0,25,1,1,4,75
"Centaurea scabiosa","SOSPRADERAS","SOSPRADERAS","Spain","SOS187",0,0,1,9,1,1,2,28
"Centaurea scabiosa","SOSPRADERAS","SOSPRADERAS","Spain","SOS187",0,0,1,17,1,1,13,33
"Centaurea scabiosa","SOSPRADERAS","SOSPRADERAS","Spain","SOS187",0,0,1,25,1,1,8,77
"Cerastium fontanum","Enscobase","RBGK","UK","K_477824",0,0,0,15,0,1,21,21
"Cerastium fontanum","Enscobase","RBGK","UK","K_477824",0,0,0,15,1,1,20,20
"Cerastium fontanum","Enscobase","RBGK","UK","K_477824",0,0,0,20,0,1,20,20
"Cerastium fontanum","Enscobase","RBGK","UK","K_52478",0,0,0,20,0,1,50,50
"Cerastium fontanum","Enscobase","RBGK","UK","K_52478",0,0,0,21,0,1,50,50
"Cerastium fontanum","SOSPRADERAS","SOSPRADERAS","France","SOS201",0,0,0,17,1,1,81,98
"Cerastium fontanum","SOSPRADERAS","SOSPRADERAS","France","SOS201",0,0,1,17,1,1,80,99
"Cerastium fontanum","SOSPRADERAS","SOSPRADERAS","France","SOS219",0,0,0,17,1,1,100,100
"Cerastium fontanum","SOSPRADERAS","SOSPRADERAS","France","SOS219",0,0,1,17,1,1,100,100
"Cerastium fontanum","SOSPRADERAS","SOSPRADERAS","Spain","SOS237",0,0,0,9,1,1,96,100
"Cerastium fontanum","SOSPRADERAS","SOSPRADERAS","Spain","SOS237",0,0,0,17,1,1,99,100
"Cerastium fontanum","SOSPRADERAS","SOSPRADERAS","Spain","SOS237",0,0,0,25,1,1,73,100
"Cerastium fontanum","SOSPRADERAS","SOSPRADERAS","Spain","SOS237",0,0,1,9,1,1,99,99
"Cerastium fontanum","SOSPRADERAS","SOSPRADERAS","Spain","SOS237",0,0,1,17,1,1,97,99
"Cerastium fontanum","SOSPRADERAS","SOSPRADERAS","Spain","SOS237",0,0,1,25,1,1,92,100
"Chaerophyllum aureum","SOSPRADERAS","SOSPRADERAS","Spain","SOS189",0,0,0,9,1,1,0,58
"Chaerophyllum aureum","SOSPRADERAS","SOSPRADERAS","Spain","SOS189",0,0,0,17,1,1,0,70
"Chaerophyllum aureum","SOSPRADERAS","SOSPRADERAS","Spain","SOS189",0,0,0,25,1,1,0,95
"Chaerophyllum aureum","SOSPRADERAS","SOSPRADERAS","Spain","SOS189",0,0,1,9,1,1,0,76
"Chaerophyllum aureum","SOSPRADERAS","SOSPRADERAS","Spain","SOS189",0,0,1,17,1,1,0,73
"Chaerophyllum aureum","SOSPRADERAS","SOSPRADERAS","Spain","SOS189",0,0,1,25,1,1,1,10
"Chamaemelum nobile","Enscobase","RBGK","UK","K_137795",0,0,0,11,0,1,46,50
"Chamaemelum nobile","Enscobase","RBGK","UK","K_137795",0,0,0,16,0,1,41,50
"Chamaemelum nobile","Enscobase","RBGK","UK","K_137795",0,0,0,26,0,1,31,50
"Chamaemelum nobile","Enscobase","RBGK","UK","K_137809",0,0,0,11,0,1,28,50
"Chamaemelum nobile","Enscobase","RBGK","UK","K_137809",0,0,0,16,0,1,48,50
"Chamaemelum nobile","Enscobase","RBGK","UK","K_137809",0,0,0,26,0,1,30,50
"Chamaemelum nobile","Enscobase","RBGK","UK","K_139559",1,0,0,26,1,1,9,10
"Chamaemelum nobile","SOSPRADERAS","SOSPRADERAS","Portugal","SOS168",0,0,0,9,1,1,61,100
"Chamaemelum nobile","SOSPRADERAS","SOSPRADERAS","Portugal","SOS168",0,0,0,17,1,1,78,94
"Chamaemelum nobile","SOSPRADERAS","SOSPRADERAS","Portugal","SOS168",0,0,0,25,1,1,76,99
"Chamaemelum nobile","SOSPRADERAS","SOSPRADERAS","Portugal","SOS168",0,0,1,9,1,1,68,99
"Chamaemelum nobile","SOSPRADERAS","SOSPRADERAS","Portugal","SOS168",0,0,1,17,1,1,77,95
"Chamaemelum nobile","SOSPRADERAS","SOSPRADERAS","Portugal","SOS168",0,0,1,25,1,1,81,99
"Convolvulus arvensis","Enscobase","RBGK","UK","K_78184",1,0,0,15,0,1,47,50
"Convolvulus arvensis","Enscobase","RBGK","UK","K_78184",1,1,0,11,0,1,50,50
"Crepis capillaris","Enscobase","RBGK","UK","K_127598",0,0,0,16,0,1,50,50
"Crepis capillaris","Enscobase","RBGK","UK","K_127602",0,0,0,26,0,1,19,20
"Crepis capillaris","SOSPRADERAS","SOSPRADERAS","Spain","SOS245",0,0,0,9,1,1,77,92
"Crepis capillaris","SOSPRADERAS","SOSPRADERAS","Spain","SOS245",0,0,0,17,1,1,88,90
"Crepis capillaris","SOSPRADERAS","SOSPRADERAS","Spain","SOS245",0,0,0,25,1,1,76,96
"Crepis capillaris","SOSPRADERAS","SOSPRADERAS","Spain","SOS245",0,0,1,9,1,1,75,85
"Crepis capillaris","SOSPRADERAS","SOSPRADERAS","Spain","SOS245",0,0,1,17,1,1,89,91
"Crepis capillaris","SOSPRADERAS","SOSPRADERAS","Spain","SOS245",0,0,1,25,1,1,72,94
"Crepis pyrenaica","SOSPRADERAS","SOSPRADERAS","Spain","SOS190",0,0,0,9,1,1,43,83
"Crepis pyrenaica","SOSPRADERAS","SOSPRADERAS","Spain","SOS190",0,0,0,17,1,1,64,68
"Crepis pyrenaica","SOSPRADERAS","SOSPRADERAS","Spain","SOS190",0,0,0,25,1,1,71,83
"Crepis pyrenaica","SOSPRADERAS","SOSPRADERAS","Spain","SOS190",0,0,1,9,1,1,59,66
"Crepis pyrenaica","SOSPRADERAS","SOSPRADERAS","Spain","SOS190",0,0,1,17,1,1,65,67
"Crepis pyrenaica","SOSPRADERAS","SOSPRADERAS","Spain","SOS190",0,0,1,25,1,1,62,81
"Crepis vesicaria","Enscobase","MAICh","Greece","CHAN_0959",0,0,0,15,0,1,86,86
"Crepis vesicaria","Enscobase","RBGK","UK","K_114806",0,0,0,15,0,1,19,20
"Crepis vesicaria","Enscobase","RBGK","UK","K_114806",0,0,0,16,0,1,20,20
"Cynosurus cristatus","Enscobase","RBGK","Greece","K_31192",0,0,0,20,0,1,50,50
"Cynosurus cristatus","Enscobase","RBGK","Greece","K_31192",0,0,0,21,0,1,147,150
"Cynosurus cristatus","Enscobase","RBGK","Greece","K_32258",0,0,0,20,0,1,47,49
"Cynosurus cristatus","Enscobase","RBGK","Greece","K_32258",0,0,0,21,0,1,144,150
"Cynosurus cristatus","Enscobase","RBGK","Ireland","K_39006",0,0,0,20,0,1,47,50
"Cynosurus cristatus","Enscobase","RBGK","Ireland","K_39006",0,0,0,21,0,1,100,100
"Cynosurus cristatus","Enscobase","RBGK","Ireland","K_39039",0,0,0,20,0,1,49,50
"Cynosurus cristatus","Enscobase","RBGK","Ireland","K_39039",0,0,0,21,0,1,99,100
"Cynosurus cristatus","Enscobase","RBGK","Italy","K_31262",0,0,0,20,0,1,20,20
"Cynosurus cristatus","Enscobase","RBGK","Italy","K_31262",0,0,0,21,0,1,84,92
"Cynosurus cristatus","Enscobase","RBGK","Italy","K_51150",0,0,0,20,0,1,50,50
"Cynosurus cristatus","Enscobase","RBGK","Italy","K_51150",0,0,0,21,0,1,100,100
"Cynosurus cristatus","Enscobase","RBGK","Italy","K_6127",0,0,0,20,0,1,48,49
"Cynosurus cristatus","Enscobase","RBGK","Italy","K_6127",0,0,0,21,0,1,138,149
"Cynosurus cristatus","Enscobase","RBGK","Italy","K_7135",0,0,0,20,0,1,19,20
"Cynosurus cristatus","Enscobase","RBGK","Italy","K_7135",0,0,0,21,0,1,116,120
"Cynosurus cristatus","Enscobase","RBGK","UK","K_17099",0,0,0,5,0,1,42,49
"Cynosurus cristatus","Enscobase","RBGK","UK","K_17099",0,1,0,16,0,1,88,97
"Cynosurus cristatus","Enscobase","RBGK","UK","K_18797",0,0,0,15,0,1,19,19
"Cynosurus cristatus","Enscobase","RBGK","UK","K_18797",0,0,0,16,0,1,68,68
"Cynosurus cristatus","Enscobase","RBGK","UK","K_49513",0,0,0,20,0,1,48,49
"Cynosurus cristatus","Enscobase","RBGK","UK","K_49513",0,0,0,21,0,1,96,99
"Cynosurus cristatus","SOSPRADERAS","SOSPRADERAS","France","SOS202",0,0,0,17,1,1,62,79
"Cynosurus cristatus","SOSPRADERAS","SOSPRADERAS","France","SOS202",0,0,1,17,1,1,55,66
"Cynosurus cristatus","SOSPRADERAS","SOSPRADERAS","Portugal","SOS169",0,0,0,17,1,1,94,98
"Cynosurus cristatus","SOSPRADERAS","SOSPRADERAS","Portugal","SOS169",0,0,1,17,1,1,91,97
"Cynosurus cristatus","SOSPRADERAS","SOSPRADERAS","Spain","SOS230",0,0,0,9,1,1,34,83
"Cynosurus cristatus","SOSPRADERAS","SOSPRADERAS","Spain","SOS230",0,0,0,17,1,1,174,186
"Cynosurus cristatus","SOSPRADERAS","SOSPRADERAS","Spain","SOS230",0,0,0,25,1,1,49,94
"Cynosurus cristatus","SOSPRADERAS","SOSPRADERAS","Spain","SOS230",0,0,1,9,1,1,21,77
"Cynosurus cristatus","SOSPRADERAS","SOSPRADERAS","Spain","SOS230",0,0,1,17,1,1,164,178
"Cynosurus cristatus","SOSPRADERAS","SOSPRADERAS","Spain","SOS230",0,0,1,25,1,1,69,99
"Cynosurus cristatus","SOSPRADERAS","SOSPRADERAS","Spain","SOS246",0,0,0,17,1,1,93,95
"Cynosurus cristatus","SOSPRADERAS","SOSPRADERAS","Spain","SOS246",0,0,1,17,1,1,89,90
"Dactylis glomerata","Enscobase","PAVIA","Italy","PAV_2PV",0,0,0,20,0,1,13,13
"Dactylis glomerata","Enscobase","PAVIA","Italy","PAV_47PV",0,0,0,20,0,1,5,5
"Dactylis glomerata","Enscobase","RBGK","Bosnia-Herzegovina","K_30047",0,0,0,13.33333333,1,1,37,43
"Dactylis glomerata","Enscobase","RBGK","Bosnia-Herzegovina","K_30047",0,0,0,16,1,1,123,141
"Dactylis glomerata","Enscobase","RBGK","Denmark","K_44253",0,0,0,16,1,1,76,100
"Dactylis glomerata","Enscobase","RBGK","France","K_12728",0,0,1,16,1,1,35,46
"Dactylis glomerata","Enscobase","RBGK","France","K_44149",0,0,0,15,1,1,48,50
"Dactylis glomerata","Enscobase","RBGK","France","K_44149",0,0,0,16,1,1,145,150
"Dactylis glomerata","Enscobase","RBGK","France","K_46615",0,0,0,13.33333333,1,1,20,20
"Dactylis glomerata","Enscobase","RBGK","France","K_46615",0,0,0,16,1,1,18,19
"Dactylis glomerata","Enscobase","RBGK","France","K_46615",0,1,0,18.33333333,1,1,97,100
"Dactylis glomerata","Enscobase","RBGK","France","K_52054",0,0,0,16,1,1,96,100
"Dactylis glomerata","Enscobase","RBGK","France","K_63018",1,0,0,15,0,1,19,20
"Dactylis glomerata","Enscobase","RBGK","France","K_63018",1,0,0,16,0,1,18,20
"Dactylis glomerata","Enscobase","RBGK","France","K_63214",0,0,0,11,0,1,38,40
"Dactylis glomerata","Enscobase","RBGK","France","K_67119",0,0,0,16,0,1,38,39
"Dactylis glomerata","Enscobase","RBGK","France","K_8752",0,0,0,15,1,1,49,50
"Dactylis glomerata","Enscobase","RBGK","France","K_8752",0,0,0,16,1,1,146,150
"Dactylis glomerata","Enscobase","RBGK","France","K_88336",0,0,0,20,0,1,8,10
"Dactylis glomerata","Enscobase","RBGK","France","K_88336",0,0,0,21,0,1,10,10
"Dactylis glomerata","Enscobase","RBGK","Germany","K_44161",0,0,0,16,1,1,37,50
"Dactylis glomerata","Enscobase","RBGK","Greece","K_12577",0,0,0,13.33333333,1,1,17,20
"Dactylis glomerata","Enscobase","RBGK","Greece","K_12577",0,0,0,16,1,1,105,118
"Dactylis glomerata","Enscobase","RBGK","Greece","K_18384",0,0,0,13.33333333,1,1,20,20
"Dactylis glomerata","Enscobase","RBGK","Greece","K_18384",0,0,0,16,1,1,105,119
"Dactylis glomerata","Enscobase","RBGK","Greece","K_20725",0,0,0,20,0,1,17,20
"Dactylis glomerata","Enscobase","RBGK","Greece","K_20725",0,0,0,21,0,1,109,119
"Dactylis glomerata","Enscobase","RBGK","Greece","K_22383",0,0,0,21,0,1,45,50
"Dactylis glomerata","Enscobase","RBGK","Greece","K_22383",1,0,0,18.33333333,1,1,45,46
"Dactylis glomerata","Enscobase","RBGK","Greece","K_22383",1,0,0,21,1,1,18,20
"Dactylis glomerata","Enscobase","RBGK","Greece","K_26565",0,1,0,20,0,1,16,21
"Dactylis glomerata","Enscobase","RBGK","Greece","K_31136",0,0,0,20,0,1,38,50
"Dactylis glomerata","Enscobase","RBGK","Greece","K_31136",0,0,0,21,0,1,121,150
"Dactylis glomerata","Enscobase","RBGK","Greece","K_31435",0,0,0,20,0,1,16,20
"Dactylis glomerata","Enscobase","RBGK","Greece","K_31435",0,0,0,21,0,1,88,120
"Dactylis glomerata","Enscobase","RBGK","Greece","K_51161",0,0,0,21,0,1,48,50
"Dactylis glomerata","Enscobase","RBGK","Greece","K_51460",0,0,0,16,1,1,9,10
"Dactylis glomerata","Enscobase","RBGK","Greece","K_51460",1,0,0,15,1,1,15,20
"Dactylis glomerata","Enscobase","RBGK","Greece","K_51460",1,0,0,16,1,1,16,20
"Dactylis glomerata","Enscobase","RBGK","Greece","K_6079",0,0,0,15,1,1,19,20
"Dactylis glomerata","Enscobase","RBGK","Greece","K_6079",0,0,0,16,1,1,106,120
"Dactylis glomerata","Enscobase","RBGK","Hungary","K_374853",0,0,0,15,1,1,7,8
"Dactylis glomerata","Enscobase","RBGK","Italy","K_33598",0,0,0,21,0,1,57,78
"Dactylis glomerata","Enscobase","RBGK","Italy","K_44404",0,0,0,20,0,1,18,20
"Dactylis glomerata","Enscobase","RBGK","Italy","K_44404",0,0,0,21,0,1,105,120
"Dactylis glomerata","Enscobase","RBGK","Malta","K_17251",0,0,0,13.33333333,1,1,20,20
"Dactylis glomerata","Enscobase","RBGK","Malta","K_17251",0,0,0,16,1,1,113,119
"Dactylis glomerata","Enscobase","RBGK","Poland","K_11020",0,0,0,15,1,1,17,18
"Dactylis glomerata","Enscobase","RBGK","Poland","K_11020",0,0,0,16,1,1,143,150
"Dactylis glomerata","Enscobase","RBGK","Poland","K_44127",0,0,0,16,1,1,83,100
"Dactylis glomerata","Enscobase","RBGK","Poland","K_44127",1,0,0,13.33333333,1,1,45,50
"Dactylis glomerata","Enscobase","RBGK","Poland","K_44127",1,0,0,16,1,1,44,50
"Dactylis glomerata","Enscobase","RBGK","Poland","K_44231",0,0,0,15,1,1,49,49
"Dactylis glomerata","Enscobase","RBGK","Poland","K_44231",0,0,0,16,1,1,142,149
"Dactylis glomerata","Enscobase","RBGK","Poland","K_46693",0,0,0,15,1,1,45,49
"Dactylis glomerata","Enscobase","RBGK","Poland","K_46693",0,0,0,16,1,1,91,98
"Dactylis glomerata","Enscobase","RBGK","Poland","K_56797",0,0,0,13.33333333,1,1,48,49
"Dactylis glomerata","Enscobase","RBGK","Poland","K_56797",0,0,0,16,1,1,140,150
"Dactylis glomerata","Enscobase","RBGK","Poland","K_8866",0,0,0,15,1,1,50,50
"Dactylis glomerata","Enscobase","RBGK","Poland","K_8866",0,0,0,16,1,1,146,149
"Dactylis glomerata","Enscobase","RBGK","Portugal","K_44194",0,0,0,15,0,1,50,50
"Dactylis glomerata","Enscobase","RBGK","Portugal","K_44194",0,0,0,16,0,1,148,150
"Dactylis glomerata","Enscobase","RBGK","Sweden","K_163664",0,0,0,20,0,1,7,9
"Dactylis glomerata","Enscobase","RBGK","UK","K_18683",0,0,0,15,1,1,20,20
"Dactylis glomerata","Enscobase","RBGK","UK","K_18683",0,0,0,16,1,1,69,70
"Dactylis glomerata","Enscobase","RBGK","UK","K_36485",0,0,0,13.33333333,1,1,20,20
"Dactylis glomerata","Enscobase","RBGK","UK","K_36485",0,0,0,16,1,1,112,120
"Dactylis glomerata","Enscobase","RBGK","UK","K_36924",0,0,0,15,1,1,18,20
"Dactylis glomerata","Enscobase","RBGK","UK","K_36924",0,0,0,16,1,1,136,149
"Dactylis glomerata","Enscobase","RBGK","UK","K_36935",0,0,0,15,1,1,35,48
"Dactylis glomerata","Enscobase","RBGK","UK","K_36935",0,0,0,16,1,1,112,145
"Dactylis glomerata","Enscobase","RBGK","UK","K_36935",0,0,0,25,1,1,41,50
"Dactylis glomerata","Enscobase","RBGK","UK","K_36935",1,0,0,15,1,1,44,50
"Dactylis glomerata","Enscobase","RBGK","UK","K_36946",0,0,0,15,1,1,38,40
"Dactylis glomerata","Enscobase","RBGK","UK","K_36946",0,0,0,16,1,1,116,136
"Dactylis glomerata","Enscobase","RBGK","UK","K_46637",0,0,0,13.33333333,1,1,20,20
"Dactylis glomerata","Enscobase","RBGK","UK","K_46637",0,0,0,16,1,1,50,50
"Dactylis glomerata","Enscobase","RBGK","UK","K_46637",0,1,0,18.33333333,1,1,94,100
"Dactylis glomerata","Enscobase","RBGK","UK","K_51921",0,0,0,15,1,1,49,49
"Dactylis glomerata","Enscobase","RBGK","UK","K_51921",0,0,0,16,1,1,97,99
"Dactylis glomerata","Enscobase","RBGK","UK","K_56199",0,0,0,16,1,1,87,100
"Dactylis glomerata","Enscobase","RBGK","UK","K_9623",0,0,0,13.33333333,1,1,20,20
"Dactylis glomerata","Enscobase","RBGK","UK","K_9623",0,0,0,16,1,1,115,120
"Dactylis glomerata","Enscobase","RBGK","UK","K_9737",0,0,0,13.33333333,1,1,47,50
"Dactylis glomerata","Enscobase","RBGK","UK","K_9737",0,0,0,16,1,1,139,150
"Dactylis glomerata","Enscobase","RBGK","UK","K_9759",0,0,0,13.33333333,1,1,17,19
"Dactylis glomerata","Enscobase","RBGK","UK","K_9759",0,0,0,16,1,1,95,120
"Dactylis glomerata","Enscobase","RBGK","UK","K_9771",0,0,0,13.33333333,1,1,14,20
"Dactylis glomerata","Enscobase","RBGK","UK","K_9771",0,0,0,16,1,1,94,118
"Dactylis glomerata","Enscobase","RBGK","UK","K_9771",1,0,0,13.33333333,1,1,15,20
"Dactylis glomerata","SOSPRADERAS","SOSPRADERAS","France","SOS203",0,0,0,17,1,1,11,37
"Dactylis glomerata","SOSPRADERAS","SOSPRADERAS","France","SOS203",0,0,1,17,1,1,12,27
"Dactylis glomerata","SOSPRADERAS","SOSPRADERAS","Portugal","SOS170",0,0,0,17,1,1,77,92
"Dactylis glomerata","SOSPRADERAS","SOSPRADERAS","Portugal","SOS170",0,0,1,17,1,1,75,95
"Dactylis glomerata","SOSPRADERAS","SOSPRADERAS","Spain","SOS155",0,0,0,9,1,1,41,88
"Dactylis glomerata","SOSPRADERAS","SOSPRADERAS","Spain","SOS155",0,0,0,17,1,1,84,89
"Dactylis glomerata","SOSPRADERAS","SOSPRADERAS","Spain","SOS155",0,0,0,25,1,1,81,96
"Dactylis glomerata","SOSPRADERAS","SOSPRADERAS","Spain","SOS155",0,0,1,9,1,1,40,84
"Dactylis glomerata","SOSPRADERAS","SOSPRADERAS","Spain","SOS155",0,0,1,17,1,1,79,79
"Dactylis glomerata","SOSPRADERAS","SOSPRADERAS","Spain","SOS155",0,0,1,25,1,1,85,94
"Dactylis glomerata","SOSPRADERAS","SOSPRADERAS","Spain","SOS231",0,0,0,17,1,1,24,77
"Dactylis glomerata","SOSPRADERAS","SOSPRADERAS","Spain","SOS231",0,0,1,17,1,1,24,62
"Dactylis glomerata","SylvanSeeds","Bean, E. W. S., S.; Tyler, B. F. (1984). ""The germination of grass seeds after storage at different temperatures in aluminium foil and manilla paper packets."" Annals of Applied Biology 105(2): 399-403.","France","Chateaux-Gontier, France",0,0,0,25,0,1,86,100
"Dactylis glomerata","SylvanSeeds","Bean, E. W. S., S.; Tyler, B. F. (1984). ""The germination of grass seeds after storage at different temperatures in aluminium foil and manilla paper packets."" Annals of Applied Biology 105(2): 399-403.","France","Gap, France",0,0,0,25,0,1,97,100
"Dactylis glomerata","SylvanSeeds","Bean, E. W. S., S.; Tyler, B. F. (1984). ""The germination of grass seeds after storage at different temperatures in aluminium foil and manilla paper packets."" Annals of Applied Biology 105(2): 399-403.","Italy","Bocca Trabaria, Italy",0,0,0,25,0,1,70,100
"Dactylis glomerata","SylvanSeeds","Oliveira, G., et al. (2012). ""Testing Germination of Species for Hydroseeding Degraded Mediterranean Areas."" Restoration Ecology 20(5): 623-630.","Portugal","Non-local suppliers, Outao, Serra da Arrabida, Portugal",0,0,0,22.6666666666667,1,1,67,100
"Dactylis glomerata","SylvanSeeds","Pannangpetch, K. and E. W. Bean (1984). ""Effects of Temperature on Germination in Populations of Dactylis glomerata from NW Spain and Central Italy."" Annals of Botany 53(5): 633-639.","Spain","Galicia, Spain",0,0,0,10,0,1,100,150
"Dactylis glomerata","SylvanSeeds","Pannangpetch, K. and E. W. Bean (1984). ""Effects of Temperature on Germination in Populations of Dactylis glomerata from NW Spain and Central Italy."" Annals of Botany 53(5): 633-639.","Spain","Galicia, Spain",0,0,0,12.5,1,1,138,150
"Dactylis glomerata","SylvanSeeds","Pannangpetch, K. and E. W. Bean (1984). ""Effects of Temperature on Germination in Populations of Dactylis glomerata from NW Spain and Central Italy."" Annals of Botany 53(5): 633-639.","Spain","Galicia, Spain",0,0,0,15,0,1,136,150
"Dactylis glomerata","SylvanSeeds","Pannangpetch, K. and E. W. Bean (1984). ""Effects of Temperature on Germination in Populations of Dactylis glomerata from NW Spain and Central Italy."" Annals of Botany 53(5): 633-639.","Spain","Galicia, Spain",0,0,0,17.5,1,1,144,150
"Dactylis glomerata","SylvanSeeds","Pannangpetch, K. and E. W. Bean (1984). ""Effects of Temperature on Germination in Populations of Dactylis glomerata from NW Spain and Central Italy."" Annals of Botany 53(5): 633-639.","Spain","Galicia, Spain",0,0,0,20,0,1,128,150
"Dactylis glomerata","SylvanSeeds","Pannangpetch, K. and E. W. Bean (1984). ""Effects of Temperature on Germination in Populations of Dactylis glomerata from NW Spain and Central Italy."" Annals of Botany 53(5): 633-639.","Spain","Galicia, Spain",0,0,0,22.5,1,1,135,150
"Dactylis glomerata","SylvanSeeds","Pannangpetch, K. and E. W. Bean (1984). ""Effects of Temperature on Germination in Populations of Dactylis glomerata from NW Spain and Central Italy."" Annals of Botany 53(5): 633-639.","Spain","Galicia, Spain",0,0,0,25,0,1,76,150
"Dactylis glomerata","SylvanSeeds","Pannangpetch, K. and E. W. Bean (1984). ""Effects of Temperature on Germination in Populations of Dactylis glomerata from NW Spain and Central Italy."" Annals of Botany 53(5): 633-639.","Spain","Galicia, Spain",0,0,0,27.5,1,1,16,150
"Dactylis glomerata","SylvanSeeds","Perez-Fernandez, M. A. and S. Rodriguez-Echeverria (2003). ""Effect of smoke, charred wood, and nitrogenous compounds on seed germination of ten species from woodland in central-western Spain."" J Chem Ecol 29(1): 237-251.","Spain","Quercus rotundifolia dehesa, Badajoz, Spain",0,0,0,21.5,1,1,20,40
"Dactylis glomerata","SylvanSeeds","Perez-Fernandez, M. A., et al. (2006). ""Seed germination in response to chemicals: effect of nitrogen and pH in the media."" J Environ Biol 27(1): 13-20.","Spain","Quercus rotundifolia forest, western Spain",0,0,0,21.5,1,1,56,80
"Dactylis glomerata","SylvanSeeds","Probert, R. J. S., R. O. (1986). ""The joint action of phytochrome and alternating temperatures in the control of seed germination in Dactylis glomerata."" Physiologia Plantarum 67(2): 299-304.","France","Nantes, France",0,0,0,16,1,0,54,200
"Dactylis glomerata","SylvanSeeds","Probert, R. J. S., R. O. (1986). ""The joint action of phytochrome and alternating temperatures in the control of seed germination in Dactylis glomerata."" Physiologia Plantarum 67(2): 299-304.","France","Nantes, France",0,0,0,16,1,1,88,200
"Dactylis glomerata","SylvanSeeds","Probert, R. J., et al. (1985). ""Germination Responses to Light and Alternating Temperatures in European Populations of Dactylis Glomerata L."" New Phytologist 100(3): 447-455.","France","Nantes, France",0,0,0,16,0,1,40,100
"Dactylis glomerata","SylvanSeeds","Probert, R. J., et al. (1985). ""Germination Responses to Light and Alternating Temperatures in European Populations of Dactylis Glomerata L."" New Phytologist 100(3): 447-455.","France","Nantes, France",0,0,0,16,1,0,22,100
"Dactylis glomerata","SylvanSeeds","Probert, R. J., et al. (1985). ""Germination Responses to Light and Alternating Temperatures in European Populations of Dactylis Glomerata L."" New Phytologist 100(3): 447-455.","France","Nantes, France",0,0,0,16,1,1,91,100
"Dactylis glomerata","SylvanSeeds","Probert, R. J., et al. (1986). ""Germination Responses to Light and Alternating Temperatures in European Populations of Dactylis Glomerata L.. V. The Principle Components of the Alternating Temperature Requirement."" New Phytologist 102(1): 133-142.","France","Nantes, France",0,0,0,6,0,1,0,50
"Dactylis glomerata","SylvanSeeds","Probert, R. J., et al. (1986). ""Germination Responses to Light and Alternating Temperatures in European Populations of Dactylis Glomerata L.. V. The Principle Components of the Alternating Temperature Requirement."" New Phytologist 102(1): 133-142.","France","Nantes, France",0,0,0,8,0,1,5,50
"Dactylis glomerata","SylvanSeeds","Probert, R. J., et al. (1986). ""Germination Responses to Light and Alternating Temperatures in European Populations of Dactylis Glomerata L.. V. The Principle Components of the Alternating Temperature Requirement."" New Phytologist 102(1): 133-142.","France","Nantes, France",0,0,0,10.3333333333333,1,1,45,50
"Dactylis glomerata","SylvanSeeds","Probert, R. J., et al. (1986). ""Germination Responses to Light and Alternating Temperatures in European Populations of Dactylis Glomerata L.. V. The Principle Components of the Alternating Temperature Requirement."" New Phytologist 102(1): 133-142.","France","Nantes, France",0,0,0,13,0,1,28,50
"Dactylis glomerata","SylvanSeeds","Probert, R. J., et al. (1986). ""Germination Responses to Light and Alternating Temperatures in European Populations of Dactylis Glomerata L.. V. The Principle Components of the Alternating Temperature Requirement."" New Phytologist 102(1): 133-142.","France","Nantes, France",0,0,0,27,0,1,6,50
"Dactylis glomerata","SylvanSeeds","Probert, R. J., et al. (1986). ""Germination Responses to Light and Alternating Temperatures in European Populations of Dactylis Glomerata L.. V. The Principle Components of the Alternating Temperature Requirement."" New Phytologist 102(1): 133-142.","France","Nantes, France",0,0,0,29,0,1,2,50
